year,ticker,profit,sales
2010,OCR,-106.109,6146.212
2010,OSI.3,,
2010,OLP,9.306,42.626
2010,OLP,,
2010,OKE,334.632,13030.051
2010,ED2,49,910
2010,ORBT,-3.025,26.749
2010,OTTR,-1.344,1119.084
2010,OSG,-134.243,1045.61
2010,OMI,110.579,8123.608
2010,OC,933,4997
2010,OI,-47,6633
2010,OXM,78.658,619.377
2010,PFIN,0.681,50.609
2010,PHH,48,3048
2010,PHH,,
2010,PNC,3412,16936
2010,PNC,,
2010,PPG,769,13481
2010,PCAR,457.6,10292.9
2010,PCG,1113,13841
2010,UWN,-0.487,48.029
2010,SRE,749,9003
2010,MEC2,566,4432
2010,PLL.1,241.248,2401.932
2010,PEL1,147.655,769.45
2010,7259B,92.731,1008.874
2010,PAR,3.123,239.939
2010,PARF,0.698,23.965
2010,PKE,32.621,211.652
2010,PKOH,15.187,813.522
2010,PKDC,-14.461,659.475
2010,PH,554.065,9993.166
2010,PKY.1,,
2010,PKY.1,-2.618,258.076
2010,RCVA.1,-0.136,0.159
2010,PATK,1.226,278.232
2010,GDP,-262.12,148.333
2010,PAYX,515.3,2084.3
2010,PMFG,-4.163,116.775
2010,AFG,479,4519
2010,AFG,,
2010,PVAC,-8.423,253.79
2010,CPPRQ,389,17759
2010,FE4,59.492,1539.871
2010,PPL,938,8521
2010,PEI,-51.927,464.691
2010,PEI,,
2010,PGL3,42.2,1071.4
2010,PBY.1,36.631,1988.641
2010,PEP,6320,57838
2010,TPC,103.5,3199.21
2010,PBT,64.117,65.265
2010,PDCE,6.214,347.647
2010,PHIKQ,7.117,516.935
2010,PFE,8257,67791
2010,EXC,2563,18644
2010,WTRG,123.975,726.072
2010,MO,3905,16892
2010,COP,11358,175752
2010,PVH,53.805,4636.848
2010,DUK1,141.954,1552.295
2010,PIRRQ,100.125,1396.47
2010,SENEA,17.671,1194.612
2010,AGYS,-55.475,675.47
2010,PIPR,24.362,565.061
2010,PIPR,,
2010,PBI,292.379,5425.254
2010,PW,0.764,0.915
2010,2638B,0.513,5.762
2010,POLY,109.243,683.602
2010,IPDN,1.865,4.385
2010,PCH,40.394,539.447
2010,POM,32,7039
2010,POWL,25.008,550.692
2010,PPD.1,67.416,453.936
2010,PPD.1,,
2010,PCP,1013.5,6220.1
2010,PDNLB,-2.236,3.859
2010,PG,12736,78938
2010,ASN,,
2010,PL,260.241,3078.755
2010,PL,,
2010,NU4,90.067,1033.439
2010,PNM,-44.687,1673.517
2010,SCG2,45.945,537.831
2010,AEP12,72.787,1273.662
2010,PEG,1564,11793
2010,PUSH,1338.147,25328.054
2010,5495B,30.311,3122.217
2010,PHM,-1096.729,4569.29
2010,PGAI,-4.93,0.045
2010,PCYO,-5.391,0.264
2010,AGX,7.774,182.592
2010,PDO.1,0.246,4.515
2010,KWR,31.807,544.063
2010,NXGN,61.606,353.363
2010,ASYS,9.563,120.019
2010,QMCO,4.541,672.27
2010,STR,339.2,1123.6
2010,RCMT,5.795,162.022
2010,RJF,228.283,2979.516
2010,RJF,,
2010,RES,146.742,1096.384
2010,RPM,189.058,3381.841
2010,USLM,18.04,132.594
2010,RAVN,40.537,314.708
2010,RTN,1840,25499
2010,IHT,-2.008,15.74
2010,RBC,149.379,2237.978
2010,RGS,42.74,2358.434
2010,RLBY.1,-0.032,0
2010,HBC2,1564,8732
2010,HBC2,,
2010,AN,226.6,12461
2010,REXI,-13.451,88.728
2010,REXI,,
2010,RELL,90.074,158.867
2010,RSKIA,2.026,8.858
2010,RAD,-555.424,25214.907
2010,RGCO,4.445,73.824
2010,RBN,33.197,584.694
2010,ROK,464.3,4857
2010,ROG,34.571,379.188
2010,ROL,90.002,1136.89
2010,SURW,3.355,243.499
2010,ROST,554.797,7866.1
2010,RSE,-23.896,255.338
2010,RGLD,21.492,136.565
2010,HTSI,112.041,4400.45
2010,KIDBQ,34.672,275.777
2010,R,118.17,5136.435
2010,RYL,-85.139,1063.892
2010,SEIC,231.687,905.835
2010,SEIC,,
2010,PGNT,-1.054,8.036
2010,SJW,24.406,215.638
2010,SLI.1,2.556,189.768
2010,PVCT,-18.552,0
2010,SBR,53.976,56.087
2010,SFE,27.114,0
2010,SWY,589.8,41050
2010,ARHN,1.231,23.466
2010,STJ,907.436,5164.771
2010,SJT,78.356,79.972
2010,HSH,506,10793
2010,SCG,376,4601
2010,SCHL,39.4,1906.1
2010,SHLM,43.9,1590.443
2010,LTTC,-1.416,13.538
2010,SCND,0.54,7.07
2010,SLGD,-0.495,14.397
2010,SEB,283.611,4385.702
2010,APPS,-9.384,9.186
2010,LPTC,-0.406,0
2010,SEE,255.9,4490.1
2010,IIN,0.361,58.697
2010,SMTC,72.572,454.502
2010,SKCO,0.137,0
2010,SCI,126.417,2190.552
2010,5946B,-14.559,3365.902
2010,SVT,2.128,31.659
2010,SHEN,18.075,194.889
2010,SHW,462.485,7776.424
2010,SRP1,72.375,1027.822
2010,JDOGQ,-1.488,2.443
2010,SIF,5.362,83.27
2010,SIAL,384,2271
2010,SYMM,2.526,221.316
2010,MUX,-33.091,0
2010,PVSP,-3.407,1.446
2010,SKY.1,-26.627,162.327
2010,AOS,111.7,1489.3
2010,0173A,521,12202.7
2010,SJM,479.482,4825.743
2010,SNA,186.5,2681.5
2010,KEY,554,5362
2010,KEY,,
2010,SOFT,-0.222,6.867
2010,SODI,1.261,8.933
2010,SNSTA,-2.024,71.544
2010,SON,201.053,4124.121
2010,SCG1,290,2815
2010,SJI,66.652,925.067
2010,PESXQ,-33.261,487.21
2010,EIX,1308,12409
2010,SRE2,287,3822
2010,AWR,33.197,398.942
2010,SO,2040,17456
2010,SNT1,267,548
2010,SUG,224.548,2489.913
2010,LUV,459,12104
2010,SWX,103.877,1830.371
2010,T,19864,124280
2010,AEP13,142.591,1523.534
2010,SWN,604.118,2610.663
2010,NCE2,78.067,1612.99
2010,SPAN,4.506,52.356
2010,SHYF,4.141,480.736
2010,SEH,-50.375,1022.896
2010,SPA,7.44,173.977
2010,SPEC.2,12.843,163.936
2010,SPIR.1,-0.408,79.842
2010,STAA,0.053,54.958
2010,SMSC,10.627,409.479
2010,SMP,21.96,810.91
2010,CAA,-11.724,924.874
2010,SRCTQ,2.643,668.377
2010,SXI,28.699,578.454
2010,SWK,198.2,8409.6
2010,SCX,-2.983,203.662
2010,STT,1556,9716
2010,STT,,
2010,SCL,65.427,1431.122
2010,STL.2,7.026,144.823
2010,STL.2,,
2010,STC,-12.582,1666.79
2010,STC,,
2010,PSA,672.038,1685.074
2010,PSA,,
2010,SYK,1273.4,7320
2010,NAVI,530.382,6868.381
2010,NAVI,,
2010,RGR,28.255,255.635
2010,SUN.1,234,34915
2010,STI,189,10072
2010,STI,,
2010,SVU,-1510,37572
2010,SUP,51.643,719.5
2010,SGC,3.807,105.878
2010,SUPX,12.282,83.172
2010,STRN,2.987,22.976
2010,SNKI,4.174,132.702
2010,SBOW,46.294,436.632
2010,TPHS,-32.857,445.133
2010,SYNL,4.034,151.121
2010,SYY,1179.983,37243.495
2010,TE,239,3487.9
2010,TELOZ,0,0
2010,TIII,2.23,54.498
2010,TNRK,0.389,9.347
2010,TRR,-16.449,330.575
2010,TSRI,0.197,39.342
2010,TE1,242.9,2673.6
2010,RSHCQ,206.1,4472.7
2010,TSTY,-45.178,171.668
2010,TAYD,1.417,20.906
2010,TISI,26.585,508.02
2010,TCCO,7.868,21.551
2010,PULS.1,-38.403,432.48
2010,SSY,0.102,197.784
2010,TECU,-56.8,933.8
2010,TRC,4.175,35.513
2010,TRC,,
2010,ATI,70.7,4047.8
2010,TFX,201.094,1801.705
2010,TDS,143.856,4986.829
2010,TLAB,155.6,1642.3
2010,TIN,168,3799
2010,TNC,34.803,667.667
2010,TEN,39,5937
2010,3015A,972,10874
2010,AMIC,2.099,89.449
2010,TER,379.73,1608.65
2010,ANDV,-29,20253
2010,ETAH,-0.101,0
2010,UAL2,399,19682
2010,TXI,-64.913,621.813
2010,TXN,3228,13966
2010,PNM2,15.982,212.588
2010,TPL,11.309,20.066
2010,0033A,-2812,8235
2010,0032A,-3530,8235
2010,TVOC,0.684,6.02
2010,TXT,86,10525
2010,TMO,1035.6,10788.7
2010,TDYT,0.86,0.552
2010,TNB,145.64,2004.366
2010,THO,110.064,2276.557
2010,THOR.1,53.203,382.973
2010,TIRTZ,1.986,2.199
2010,TDW,105.616,1055.388
2010,SIX,598.926,975.889
2010,TKR,274.8,4055.5
2010,TOFB,0.462,17.713
2010,FE3,33.044,516.697
2010,TR,53.714,521.448
2010,GL,517.064,3369.278
2010,GL,,
2010,TRGL,-9.49,23.994
2010,TTC,93.237,1691.157
2010,TTLO,1.233,11.133
2010,TPRP,-0.082,22.015
2010,TSS,193.947,1717.577
2010,1231B,168,13903
2010,IWAT,0.303,30.723
2010,TNLX,-7.036,24.307
2010,USOO,1.772,210.751
2010,E1,270.776,1181.995
2010,TRNS,2.788,91.186
2010,TRNT,-1.567,20.943
2010,BZC,5.026,78.2
2010,TRCO,532.981,3208.146
2010,ELXS,0.329,52.273
2010,TMED,0.639,6.401
2010,TRN,67.4,2189.1
2010,TRT,-0.373,36.928
2010,UNS,111.477,1456.647
2010,TWIN,0.597,227.534
2010,0120A,0.01,0.105
2010,TYL,25.054,288.628
2010,BTGI,-10.424,11.67
2010,TSN,780,28430
2010,UAL,253,23229
2010,UGI,261,5591.4
2010,URS,287.889,9177.051
2010,USG,-405,2939
2010,UNAM,2.329,37.12
2010,UFI,10.685,616.753
2010,UNF,76.408,1025.939
2010,DOW2,459,6505
2010,AEE,139,7638
2010,DUK7,43.261,488.136
2010,UNP,2780,16965
2010,UNTC,146.484,871.707
2010,CQB,57.355,3227.432
2010,UDR,-102.899,642.392
2010,UDR,,
2010,UG,3.8,13.723
2010,UNH,,
2010,UNH,4634,94155
2010,UIL,54.857,997.666
2010,UMBF,91.002,706.877
2010,UMBF,,
2010,UMH,6.669,42.592
2010,UMH,,
2010,UPS,3488,49545
2010,UAMY,0.805,9.073
2010,USEG,-0.772,27.176
2010,USEG,,
2010,ESND,112.757,4832.237
2010,COWP,0.547,4.288
2010,RTX,4373,54326
2010,S.4,-3465,32563
2010,SGMS,-149.201,882.499
2010,DLOV,-1.245,0.659
2010,UTL,9.6,358.4
2010,SXT,107.144,1328.18
2010,UVV,156.565,2571.527
2010,UUU,0.818,13.25
2010,UHS,230.183,5567.185
2010,CTTC,-2.709,1.921
2010,UTMD,6.014,25.121
2010,VFC,571.362,7702.589
2010,VSEC,23.687,866.036
2010,SWHI.,0.446,3.354
2010,VMI,94.379,1975.505
2010,VAL.1,222.056,3226.687
2010,VALU,37.782,48.667
2010,VALU,,
2010,VAR,360.422,2356.585
2010,VECO,361.76,933.231
2010,VCON,-1.25,48.681
2010,VIDE,1.087,59.039
2010,VLGEA,25.381,1261.825
2010,VIRC,-17.594,180.995
2010,D1,852,7219
2010,VSH,359.106,2725.092
2010,VOLT,-96.375,1956.412
2010,VNO,647.883,3109.606
2010,VNO,,
2010,VMC,-96.49,2558.862
2010,WDFC,36.095,321.516
2010,FTO,37.785,5878.182
2010,WMT,16389,420016
2010,WBA,2091,67420
2010,COVR,2.952,17.457
2010,ALTV,2.852,24.426
2010,WGL,111.205,2708.876
2010,GHC,278.114,4723.573
2010,WRE,37.426,298.009
2010,WRE,,
2010,WSCI,0.637,18.827
2010,AVA,92.425,1558.74
2010,WSO,80.76,2844.595
2010,WPP.2,36.856,1055.688
2010,WRI,46.206,577.381
2010,WRI,,
2010,WMK,68.291,2620.378
2010,AGNUQ,0.19,45.704
2010,WSC.2,72.212,765.703
2010,GBR,-0.011,4.213
2010,WST,65.3,1104.7
2010,AEP14,24.538,281.549
2010,WDC,1382,9850
2010,NU3,23.09,395.161
2010,CHJI,-0.662,0
2010,WLBAQ,-0.525,506.057
2010,MWV,106,5693
2010,WWON,-31.257,362.546
2010,WEYS,13.668,229.231
2010,WY,1281,6552
2010,HNH,5.09,581.515
2010,WHR,619,18366
2010,WTNY,-141.766,592.215
2010,WTNY,,
2010,JW.A,171.889,1742.551
2010,WMB,-1097,9616
2010,WMS.1,112.9,765.1
2010,WSM,200.227,3504.158
2010,WL,-720.1,763.3
2010,WL,,
2010,WLSE,-1.469,8.649
2010,WINN,28.897,7247.804
2010,WGO,10.247,449.484
2010,JAX,2.796,149.018
2010,WEC,456.5,4202.5
2010,LNT,306.3,3416.1
2010,WEC3,224,5203.2
2010,WWW,104.47,1248.517
2010,WWD,110.844,1457.03
2010,FL,169,5049
2010,WOR,115.066,2442.624
2010,XRX,606,21633
2010,KEGX,73.495,1153.684
2010,YELL,-322.234,4334.64
2010,YORW,8.929,39.005
2010,ZLC,-93.672,1616.305
2010,SPB,-22.305,0
2010,TJX,1343.141,21942.193
2010,ZGCO,0.925,74.83
2010,ZION,-292.728,2745.836
2010,ZION,,
2010,ZIGO,-6.294,101.33
2010,FNCX,-0.031,0
2010,OSK,790,9842.4
2010,PENX,6.683,254.274
2010,SF,1.907,1395.237
2010,SF,,
2010,OVV,1499,8870
2010,LCII,28.034,572.755
2010,CASM,-1.305,24.086
2010,JKHY,117.87,836.586
2010,GLCH,,
2010,GLCH,-20.621,282.227
2010,ASB,-0.856,1151.649
2010,ASB,,
2010,TFC,816,11072
2010,TFC,,
2010,VLY,131.17,768.139
2010,VLY,,
2010,ARKR,2.605,117.768
2010,BXG,-43.966,365.677
2010,BXG,,
2010,FMBI,-9.684,433.115
2010,FMBI,,
2010,AEPI,-0.566,800.57
2010,DPAC,-0.665,7.847
2010,NOVL,377.976,811.871
2010,BLUD1,89.327,333.091
2010,ATG,49.124,737.827
2010,NGVC,4.408,226.91
2010,APC,761,10842
2010,ACUR,-12.707,3.311
2010,CAWW,-1.665,50.503
2010,TUEM,10.748,828.265
2010,RMCF,3.911,31.128
2010,UCIA,3.136,86.905
2010,MEIL,-1.015,5.713
2010,EMC,1899.995,17015.126
2010,ALRN.1,-1.116,2.984
2010,BYI,137.477,778.191
2010,LAND,0.561,2.421
2010,ALTX,-0.33,0.1
2010,MTOX,3.017,97.101
2010,ELA,5.663,82.568
2010,MRTI,-1.392,21.349
2010,BIG,222.524,4952.244
2010,MS,4684,37392
2010,MS,,
2010,TROW,672.2,2370.7
2010,TROW,,
2010,NNN,72.997,269.555
2010,NNN,,
2010,MSFT,18760,62484
2010,ORCL,8547,35622
2010,0139A,-570,4992
2010,TECD,214.243,24375.973
2010,RGEN,-0.044,27.291
2010,XRIT,3.641,222.74
2010,DSS.1,-3.463,13.382
2010,DTV.2,2198,24102
2010,AUTO.2,3.055,279.701
2010,TKLC,15.009,423.963
2010,CY,75.742,877.532
2010,LLTC,361.341,1169.988
2010,GENZ,422.144,4048.708
2010,SIGM,9.147,286.915
2010,MEAS,28.175,274.789
2010,AMAG,-81.153,66.245
2010,XOMA,-68.756,33.641
2010,SXCL,-17.759,8.895
2010,GBIM,,
2010,ASTE,32.43,771.335
2010,WERN,80.039,1815.02
2010,MPLX,103.3,404.3
2010,DLHC,-5.807,40.874
2010,BNI1,2664,16603
2010,3CLIFE,,
2010,HMA,150.069,5114.997
2010,REFR,-3.875,0.768
2010,3CHBD,-6.033,100.153
2010,AMWD,-20.018,452.589
2010,HOG,146.545,4859.336
2010,SKYW,96.35,2747.945
2010,TOL,-3.374,1529.601
2010,FREDQ,29.587,1841.755
2010,GROW,,
2010,GROW,5.349,34.052
2010,EGL,-9,2521
2010,KSPN,-30.963,652.416
2010,AURX.1,-3.96,0
2010,POR,125,1783
2010,CTON,,
2010,HCRSQ,,
2010,VIVO,26.647,143
2010,GE2,2155,50499
2010,IT,96.285,1288.454
2010,WTS,58.8,1274.6
2010,PDEX,-2.968,23.255
2010,NVR,206.005,3057.369
2010,ARWD,-8.867,0
2010,INT,146.865,19131.147
2010,JRN,34.381,376.759
2010,CLFD,1.181,24.367
2010,ATUS,360.948,7231.249
2010,ADBE,774.68,3800
2010,JOE,-35.864,99.54
2010,JOE,,
2010,HRTH,53.604,860.526
2010,LNT2,143.4,1795.8
2010,FSYS,39.702,430.632
2010,CX2,71.658,1221.372
2010,DJCO,7.672,37.58
2010,HSTC,-0.848,0
2010,CYAN,1.73,16.827
2010,BRLI.1,26.381,458.024
2010,VHI,50.3,1592.7
2010,MAG.3,-5.101,80.571
2010,EHC,899,1999.3
2010,UNDT,-2.196,0.005
2010,LAKE,0.972,101.236
2010,PTSI,-0.655,331.994
2010,CNO,284.6,4083.9
2010,CNO,,
2010,0191A,277.7,1790.5
2010,MHO,-26.269,616.102
2010,EMRI,-3.421,30.561
2010,MRTN,19.742,516.92
2010,FISV,496,4133
2010,SEDN,0.302,541.663
2010,CKEC,-12.579,491.262
2010,HEMA,-0.796,30.252
2010,KBH,-69.368,1589.996
2010,TGX,2.07,82.184
2010,GEOKQ,-138.684,558.134
2010,CVM,10.483,0.153
2010,ABEO,-7.537,0.481
2010,ANIX,-5.175,0.731
2010,APYX,-1.535,24.23
2010,IBAL,0.254,7.647
2010,OGNG,-0.217,0
2010,UNM,886.1,10197.1
2010,UNM,,
2010,VRTC,-1.721,0.942
2010,LYRI,-2.741,44.246
2010,BMERQ,-15.79,0.719
2010,PEG1,359,7869
2010,WWHC,-1.546,0
2010,CGC.4,11.994,60.645
2010,PPC,87.141,6881.629
2010,HAR,158.769,3364.428
2010,LOJN,-18.306,146.635
2010,BCST,-18.664,7.313
2010,CLGX,,
2010,CLGX,-67.33,1623.272
2010,AXIHQ,-7.104,1.561
2010,GIMO,,
2010,VSRI,-2.294,100.763
2010,GTII,-27.116,0
2010,RENT,-0.767,97.088
2010,ISR,-4.034,5.286
2010,JJSF,48.409,696.703
2010,NXXIQ,-3.656,8.763
2010,DKL,10.087,504.408
2010,CAPI,-3.645,1.167
2010,HTLD,62.216,499.516
2010,CERN,237.272,1850.222
2010,NLCI,1.872,232.035
2010,ZQKSQ,-9.684,1837.62
2010,ICAD,-6.224,24.575
2010,SCIE,-4.099,0.024
2010,CMVT,-132.322,1623.427
2010,TFCFA,2539,32778
2010,SUN,9.216,2683.792
2010,AXLL,42.678,2818.04
2010,MKL,266.793,2225.393
2010,MKL,,
2010,OSUR,-3.497,75.015
2010,FRPH,7.371,111.338
2010,RGRX,-5.024,0.85
2010,PLXS,89.533,2013.393
2010,LECT.1,-1.316,0.091
2010,ARG,249.766,4251.467
2010,IOR,1.838,4.605
2010,CDZI,-15.899,1.023
2010,IMKTA,31.739,3399.231
2010,SHOS,49.756,2347.387
2010,KRFT,3531,17840
2010,MHED,200,2433
2010,BLD.2,3.877,147.781
2010,EGAS,5.797,91.5
2010,SFLM,-0.021,0
2010,JOY,461.499,3524.334
2010,NWK,-26.298,60.147
2010,SYNO,4.876,68.565
2010,CSH,115.538,1293.339
2010,SNV,-790.678,1625.928
2010,SNV,,
2010,RDNT,-12.852,548.537
2010,JACK,70.21,2297.531
2010,NHP,143.766,444.729
2010,NHP,,
2010,PEAK,330.709,1259.904
2010,PEAK,,
2010,EEI,4.258,144.875
2010,5872B,-24.333,76.305
2010,CMO,,
2010,CMO,126.896,199.133
2010,PARL,1.242,123.006
2010,ADGI.3,,
2010,OCLG,-0.743,0
2010,TGE.3,-1.223,108.319
2010,SOTK,0.594,9.914
2010,CYTR,0.408,0.1
2010,CDR,,
2010,CDR,-41.289,157.686
2010,PLAB,23.922,425.554
2010,ICCC,-0.385,4.386
2010,KRMD,0.704,4.921
2010,HJOE,-2.593,2.032
2010,MAMP,-0.978,5.643
2010,RCPIQ,-28.281,0.836
2010,CFNB,11.127,34.874
2010,CMPD,-0.378,1.762
2010,SAFM,134.82,1925.445
2010,CHHP.1,-56.146,354.831
2010,PGR,1068.3,14945
2010,PGR,,
2010,RLI,127.432,583.424
2010,RLI,,
2010,WEC2,315.4,3456.7
2010,VOXX,23.031,561.672
2010,NDCP,-0.288,0.909
2010,GNCMA,8.955,651.25
2010,SKS,47.846,2785.745
2010,DXLG,15.371,393.642
2010,CCC.1,34.85,482.341
2010,SWTX.1,10.131,45.017
2010,CDNS,126.538,935.954
2010,TMSG,-1.007,10.64
2010,BRK1,1238,11127
2010,BRK2,340,3815
2010,BRY,82.524,676.51
2010,BDCO.1,-1.023,2.742
2010,LVLT,-622,3651
2010,XETA,1.373,85.678
2010,OPY,38.331,1035.072
2010,OPY,,
2010,MMTC,-2.946,0
2010,EBIX,59.019,132.188
2010,SNGX,-7.387,1.948
2010,DRJ,1.343,111.363
2010,0189A,,
2010,DRE,,
2010,DRE,65.798,1402.117
2010,BPL,43.08,3151.268
2010,HKFIQ,-10.461,275.465
2010,NNUTU,-1.487,15.247
2010,TBL,96.622,1429.484
2010,MBI,52.529,403.387
2010,MBI,,
2010,BDN,,
2010,BDN,-17.074,575.424
2010,MIDD,72.867,719.121
2010,EQC,135.409,804.993
2010,EQC,,
2010,UHT,16.31,31.826
2010,UHT,,
2010,CPSH,0.71,21.397
2010,CELG,880.512,3625.745
2010,CRMT,28.175,341.859
2010,ABMD,-11.755,101.151
2010,CNMD,30.346,713.723
2010,EDAC,0.845,73.058
2010,GRST,-0.467,0.191
2010,XIDEQ,26.443,2887.516
2010,TIF,368.403,3085.29
2010,NHLD,-6.635,110.952
2010,AIQ.1,-32.653,478.855
2010,GLIBA,-36,0
2010,HBK,,
2010,HBK,1.113,13.756
2010,LINT.CM,,
2010,XRAY,265.708,2221.014
2010,UGNEQ,-27.868,11.34
2010,IEP,199,9136
2010,FUN,-31.567,977.592
2010,6685B,2275.5,4117.1
2010,VIAC,724.2,14059.8
2010,ZTS,110,3612
2010,PMD,2.614,20.109
2010,MHGU,2.31,78.557
2010,NAII,4.127,65.553
2010,LABL,18.411,338.284
2010,HRTX,-7.346,1.301
2010,AIRM,42.757,556.299
2010,THMO,-5.193,23.088
2010,AFAM,30.713,336.924
2010,FICO,64.457,605.643
2010,SDNA,-1.042,1.344
2010,RGLS,-15.559,8.601
2010,TRLA.2,-3.838,19.785
2010,CBM,9.647,227.105
2010,TTSH,29.709,135.34
2010,SMLP,8.094,31.676
2010,JOUT,6.539,382.432
2010,GBCSD,-1.111,5.952
2010,NTRC,1.274,21.981
2010,ANTS,-42.428,6.184
2010,TIGR.3,-2.979,13.67
2010,CMS1,434,6156
2010,FGPR,32.709,2099.06
2010,VGR,54.084,524.961
2010,SCHW,,
2010,SCHW,454,4474
2010,WRC,138.703,2295.751
2010,1641B,-1.838,3751.844
2010,CAON,-0.342,0
2010,CLH,130.515,1731.244
2010,VI,-1.969,33.665
2010,LOCK,-15.376,162.279
2010,PCAR1,44.1,412.3
2010,MCCK,5.445,297.523
2010,AIN,37.636,914.356
2010,AEP10,18.64,450.78
2010,4779B,0,4163.099
2010,CYBE,3.135,56.951
2010,FKWL,4.778,101.898
2010,MITK,-0.682,5.119
2010,DISK,1.714,88.959
2010,AREM,-4.478,4.341
2010,MNIQQ,36.273,1375.232
2010,LDR,23.674,114.367
2010,SEV,0.866,26.053
2010,FULT,128.332,930.275
2010,FULT,,
2010,ACO,30.347,852.538
2010,GPRO.2,106.937,543.327
2010,GANS,8.713,175.493
2010,BXS,,
2010,BXS,22.942,846.906
2010,FAST,265.356,2269.471
2010,FTDL,-0.576,6.936
2010,GORV,10.998,0
2010,WGNR,-2.313,8.921
2010,WABC,94.577,282.431
2010,WABC,,
2010,OMAGQ,-1.277,0
2010,MXIM,125.139,1997.603
2010,FRC,,
2010,FRC,271.209,1151.543
2010,APH,496.405,3554.101
2010,AKRXQ,21.824,86.409
2010,IPAR,26.593,460.411
2010,PII,147.138,1991.139
2010,ICPT,-15.087,0.489
2010,ALTR.1,782.884,1954.426
2010,EDCI,,
2010,PXD,605.208,1803.257
2010,KENT,-0.503,0.037
2010,USM,132.324,4177.681
2010,MAN,-263.6,18866.5
2010,GSIC,-36.502,1357.994
2010,ENER10,4.129,44.324
2010,BJCT,-1.475,5.577
2010,ITIC,6.373,71.309
2010,ITIC,,
2010,DX,29.472,53.169
2010,DX,,
2010,BID,160.95,774.309
2010,NOIZ,1.518,35.297
2010,MGM,-1437.397,6019.233
2010,ATE1,53,1430
2010,ADT.4,239,2591
2010,QTXB,0.831,1.494
2010,WM,953,12515
2010,DELL,2635,61494
2010,IPSU,136.86,908.033
2010,SSP,130.509,776.89
2010,9566B,256.084,2017.752
2010,IIVI,38.577,345.091
2010,MERC,114.484,1194.921
2010,LNT1,152.3,1423.6
2010,MGCD,-0.849,29.041
2010,ATCS,-1.613,0.065
2010,PCFO,-16.933,73.265
2010,FCX,4336,18982
2010,AB,134.158,162.217
2010,JNP,-21.831,28.608
2010,CDMO,-34.151,13.492
2010,HEARQ,-7.737,83.502
2010,PWX,-0.264,28.731
2010,PARD,-30.051,0
2010,NVLS.1,262.332,1349.158
2010,ODP,-44.623,11633.094
2010,NEN,-1.359,33.172
2010,BMC,456.2,2065.3
2010,EKCS,0.383,4.514
2010,BCV,,
2010,CET,,
2010,ECF,,
2010,FAX,,
2010,EXGI,,
2010,IAF,,
2010,EMF,,
2010,ACG,,
2010,HSF,,
2010,APB,,
2010,BLU.1,,
2010,CLM,,
2010,CMU,,
2010,TWN,,
2010,INSI,,
2010,DNP,,
2010,CRF,,
2010,CIK,,
2010,FOFI,,
2010,FDI,,
2010,GAB,,
2010,EEA,,
2010,ASG,,
2010,JHI,,
2010,HQH,,
2010,SWZ,,
2010,KHI,,
2010,KF,,
2010,USA,,
2010,MGF,,
2010,MIN,,
2010,MMT,,
2010,MFM,,
2010,MAY,,
2010,MCI,,
2010,MXF,,
2010,HYB,,
2010,NMI,,
2010,NUV,,
2010,NNY,,
2010,NPI,,
2010,PAI,,
2010,PEO,,
2010,PCF,,
2010,PIM,,
2010,RVT,,
2010,SNF,,
2010,TSI,,
2010,GIM,,
2010,TTF,,
2010,TAI.1,,
2010,ZF.1,,
2010,LEO,,
2010,MTH,7.15,941.656
2010,ARCH,158.857,3186.268
2010,CMT,2.433,100.258
2010,PPT,,
2010,GLRP,-14.663,1.103
2010,UTRX,-0.326,0.021
2010,PLFE,21.54,302.473
2010,PLFE,,
2010,WRB,449.287,4732.242
2010,WRB,,
2010,CINF,377,3772
2010,CINF,,
2010,ORI,30.1,4102.6
2010,ORI,,
2010,FWMHQ,-18.588,485.712
2010,LEOM,-2.353,2.605
2010,MGPI,8.738,201.971
2010,MSEL,1.161,71.946
2010,DDD,19.566,159.868
2010,PDE,219.1,1460.1
2010,EIX1,1092,9983
2010,AUSI,-11.196,3.44
2010,DVN,4550,9940
2010,LOGC.1,-1.085,2.193
2010,LNN,24.862,358.44
2010,AFTM,-5.332,0.206
2010,LH,558.2,5003.9
2010,DMF,,
2010,MVF,,
2010,PHF,,
2010,CSBR,-3.802,6.882
2010,VASO,-3.891,16.373
2010,BIF,,
2010,TORM,2.288,31.016
2010,WDAY,-56.215,68.055
2010,SGLX,-11.289,4.907
2010,CPE,8.386,89.882
2010,EP3,103,845
2010,LWAY,3.622,58.499
2010,9614B,54.034,817.248
2010,CVRR,38.219,3905.602
2010,MFA,269.762,414.264
2010,MFA,,
2010,BEC,230.7,3663.4
2010,RPT,-20.13,118.564
2010,RPT,,
2010,LKAI,-1.001,0.529
2010,5672A,1853,8843
2010,STAR,71.184,627.159
2010,STAR,,
2010,BKT,,
2010,8552B,56.025,299.537
2010,MCBK,,
2010,MCBK,2.837,12.64
2010,AGM,,
2010,AGM,31.993,243.685
2010,5685B,33.733,1293.992
2010,VODG,-0.257,0.016
2010,CHFC,23.09,252.902
2010,CHFC,,
2010,SRCE,41.244,287.317
2010,SRCE,,
2010,FMCC,-14025,98171
2010,FMCC,,
2010,ZTR,,
2010,VSTI,0.675,7.703
2010,KTF,,
2010,ALDW,-38.513,1639.935
2010,HIS,,
2010,WWR,-10.355,0
2010,VLO,324,81342
2010,TRS,45.27,942.65
